date,user,text
2021-04-29 17:57:17,zhangjs89,"@JoeBiden Man, if there is only one thing we have learned from the pandemic, it’s that never say that we beat it too early. That over optimism let’s people’s guard down and then the virus will just come back stronger. Let’s all please crush it before back to normal."
2021-04-29 17:57:10,Fancystitch1,@JoeBiden Thank you
2021-04-29 17:57:04,Shelley41447315,@JoeBiden thank you!
2021-04-29 17:56:47,ChrisGr06979984,@JoeBiden Thank you sir!
2021-04-29 17:56:40,JoeBide58628803,"@JoeBiden 100 days since I stole the election, I mean won fair and square. Speaking of squares I love it when mother would put my blanket over me and sing to me, my favorite song was song of the south."
2021-04-29 17:56:07,astyages19,@JoeBiden 💙💙💙💙💙💙 https://t.co/65IJEm7hX1
2021-04-29 17:56:05,Cornyboob,@JoeBiden To becomming a fascist communist cespool.  Yep your correct.
2021-04-29 17:55:59,Aisha09565952,@JoeBiden This is my second attempt to reach you
2021-04-29 17:55:43,rockiespat,@JoeBiden You're doing awesome! Keep it up--one thing at-a-time. 😉
2021-04-29 17:55:28,chop_carry,@JoeBiden Thank you for your diligence and integrity!! Now please work to help get S1 passed!
2021-04-29 17:54:53,potusocc,@JoeBiden The #MaskMandate for 100 day's is #OVER and so is #America 🇨🇳 https://t.co/EPjCjWXurU
2021-04-29 17:54:39,penkson,@JoeBiden US is now back!.
2021-04-29 17:54:29,JDawgTechie,"@JoeBiden No, we aren't.  Your joke of a VP has botched the border and your insane policies are only going to get worse."
2021-04-29 17:54:28,Shenoud02272636,@JoeBiden The world doesn't see that. Trump is better than you.
2021-04-29 17:54:25,MagnumSerpenti1,@JoeBiden Michele Bachmann attacking President Biden's speech before he gives it is quite telling about you. Ever thought  of checking yourself into a mental institution? Clearly you are way out of touch with reality. President Biden gave one of the best speeches ever and Bachmann gripes!
2021-04-29 17:54:14,carl_malte,@JoeBiden Congrats your doing so well
2021-04-29 17:54:13,egstafford,@JoeBiden No thanks to you 46.
2021-04-29 17:53:41,kujassa,@JoeBiden Well done Sir 👌
2021-04-29 17:53:31,JerryBurridge3,@JoeBiden If Facebook actually sid fact checking that speech would be excluded entirely
2021-04-29 17:53:22,izzy819,@JoeBiden Thank you for all your work and Kamala Harris.
2021-04-29 17:53:17,KateBurkhart7,"@JoeBiden 100 days and you are putting citizens in danger by not closing the border!
Do your job, protect us!"
2021-04-29 17:53:07,Joette_51,"@JoeBiden You're killing America, Joe."
2021-04-29 17:53:01,AlexFl38772061,"@JoeBiden 1.  Joe, what kind of Higher Forces made you stumble three times in your speech from the throne, talking about Russia?

This is a sign for you from Above!

No matter how something happens, alarming for you, a bad omen!
https://t.co/7sfs7iakaz"
2021-04-29 17:52:39,UsmankhnCharlie,@JoeBiden You did very badly by making false promises with refugees. they are still in hope for your signature.
2021-04-29 17:52:28,Idontsellnio,"@JoeBiden Dear Joe, Thank you for these fantastic 100 #MUMMIA days..."
2021-04-29 17:52:26,indigo_pa,"@JoeBiden When he talks, it makes sense. I feel peace at the prospect of what he is proposing. It is like a balm to the nightmare that we lived with for 4 years. I hope Biden's strategy for getting it done is extremely aggressive and well calculated. He knows the danger of the filibuster."
2021-04-29 17:52:19,saadk2020,@JoeBiden Pass the immigration bill!
2021-04-29 17:52:13,NibblesBradford,@JoeBiden Really? We haven’t really heard much from you lately... What exactly have you been up to?
2021-04-29 17:52:12,RaymerDc,@JoeBiden Thanks for the great speech today and caring about this country.
2021-04-29 17:52:11,dandin33,"@JoeBiden Lol. The vaccine is Donald trump doing.

Do something first then Bragg abut it"
2021-04-29 17:52:03,bjcotlar,@JoeBiden But you still haven't gotten rid of Dejoy.
2021-04-29 17:51:53,boundaoni,"@JoeBiden America will recover. Thanks,  Mr. President."
2021-04-29 17:51:49,amermohamedmoha,"@JoeBiden الرئيس بايدن هل تعتقد حقا ان أمريكا عادت للمسار الصحيح
والشرطة تقتل المواطنين فى كل مكان فى العالم دون وجة حق او تطبيق للقانون
ومازالت الشرطة تدعم ووئد الحريات فى العالم العربى وترتبط مجازر فى حقهم
تعادل مجازر غزاة أمريكا الأوائل فى حق الهنود الحمر السكان الأصليين .لماذا كل هذا ؟"
2021-04-29 17:51:36,Houssam57158246,"@JoeBiden Save our Dreams please ✈️
DV2021"
2021-04-29 17:51:34,448OrangeSt,@JoeBiden Student loans
2021-04-29 17:51:32,HDevaca,"@JoeBiden I really wish our ""president"" 🇲🇽 had the 0.5% of your intelligence, capacity and will...May the Lord bless you, Mr. President..."
2021-04-29 17:51:13,JDMarx1,@JoeBiden More like 100 days in and what the hell happened to our country
2021-04-29 17:50:54,toreuprooster,@JoeBiden Your way overstepping with a ban of menthol ciggs. People dont need or want Government micro managing the decisions they make. I dont even smoke anymore and Im tellin ya. Not a good idea.
2021-04-29 17:50:46,jjddc1,@JoeBiden Why?  Did you submit your resignation?
2021-04-29 17:50:18,wormjared,@JoeBiden Cringe
2021-04-29 17:50:15,Aliceam83525290,@JoeBiden https://t.co/aNXjThpi4B
2021-04-29 17:50:12,helena_boxing,@JoeBiden Yes! You are doing really well! Thank you! 👍 l am so happy!
2021-04-29 17:50:08,Cathy01603931,"@JoeBiden However I want you to know that CA Edd makes lots of people in financial danger with over 4-5 weeks pending. 
They don’t follow as American rescue plan or Cares act plan. 
Some pending since last Dec and no payment."
2021-04-29 17:50:04,ThoSankara1,@JoeBiden Recruiting under age children in tha army its wrong Dictator Museveni you destroyed Ugandans' future please we beg you kindly leave our country Uganda https://t.co/3BTTW0d0ed
2021-04-29 17:49:59,Cathy01603931,@JoeBiden Thank you Mr. President Biden. You are making America real America again.
2021-04-29 17:49:50,120DaysofSodom_,"@JoeBiden It’s refreshing to have an actual professional as POTUS and not a deranged, raving, narcissistic lunatic."
2021-04-29 17:49:49,KariMisotti,@JoeBiden You need to BAN India flights from coming to the US now. Or it is never getting back on track. Please.
2021-04-29 17:49:49,750RAKESH,@JoeBiden Absolutely.
2021-04-29 17:49:42,Dustinmorrisse1,@JoeBiden Open the boarders now lol canada plz
2021-04-29 17:49:33,Cocoa74343243,"@JoeBiden Hi joe, just wanted to stop by and let you know I fucking hate you."
2021-04-29 17:49:32,HypocrisyFools,@JoeBiden Getting back to the way it was with Trump!
2021-04-29 17:49:30,NoahMaynard_FL,@JoeBiden Wrong
2021-04-29 17:49:09,Twinn0912,@JoeBiden So glad to have a president. It will take a lot more days even yrs to undo the BS of the previous person who was unqualified for that role!!
2021-04-29 17:48:57,VirtualJoey,@JoeBiden since we’re not getting any stimmy help ya broke boy out https://t.co/0PZmvlRp2S
2021-04-29 17:48:50,netvirtualizer,@JoeBiden Sir what is your administration doing on curbing flights from impacted countries like India and Brazil. How are you planning to protect United States from another wave
2021-04-29 17:48:28,enbywithcats,@JoeBiden bestie my school just went back to virtual
2021-04-29 17:48:21,pullingRugs,@JoeBiden @RescueTheCntry Thank you 🕊
2021-04-29 17:47:37,SelukZengin18,@JoeBiden https://t.co/3J5lmQn18f
2021-04-29 17:47:28,PulleyCd,"@JoeBiden No we are not Mr. President. We have made some things go away, but the damage done by that moron are still being felt. We MAY be near the track, but we are definitely not on it."
2021-04-29 17:47:22,may_sobrane,@JoeBiden Open the borders!!!!
2021-04-29 17:47:21,Vikaspatil2611,"@JoeBiden Keep up the good work, great👍"
2021-04-29 17:47:19,Defetyhw,"@JoeBiden I'm sure you know the republican party isn't ever going to play nice or fair.. 

Pull the powerplay and we can deal with the repercussions..

Waiting is inevitable the result will not change with them..

Thank you keep up the good work"
2021-04-29 17:47:17,iraqi_siv,@JoeBiden IRAP @_AustinLandis @mattczeller @lizstl13 @SenatorDurbin @kaitlancollins @Pontifex @JoeBiden @Dina_Albayati @SecBlinken @Gwendol31777259 @MarkHertling @AAlwano @USCIS @SenGaryPeters @VP @POTUS @AJStream @SunilRVarghese @SenSanders @StateDept @_AustinLandis @ActingSecDef https://t.co/1YkEYnVX6r
2021-04-29 17:46:44,Aquil4india,@JoeBiden Kash hamara wala bhi aisa hi kehta
2021-04-29 17:46:41,ralph_church11,"@JoeBiden Mr Biden. A request from afar. 

Please, for the sake of all that is good, stop the Idaho wolf slaughter. A better future includes respect for ALL life."
2021-04-29 17:46:34,xyxxx17,@JoeBiden GOOD PRESIDENT 👍👍👍GOOD PRESIDENT 👍👍👍GOOD PRESIDENT 👍👍👍GOOD PRESIDENT 👍👍👍GOOD PRESIDENT 👍👍👍GOOD PRESIDENT 👍👍👍GOOD PRESIDENT 👍👍👍GOOD PRESIDENT 👍👍👍
2021-04-29 17:46:33,BryceBishop16,@JoeBiden Bull shit
2021-04-29 17:46:28,xyxxx17,@JoeBiden GOOD PRESIDENT 👍👍👍GOOD PRESIDENT 👍👍👍GOOD PRESIDENT 👍👍👍GOOD PRESIDENT 👍👍👍GOOD PRESIDENT 👍👍👍GOOD PRESIDENT 👍👍👍GOOD PRESIDENT 👍👍👍
2021-04-29 17:46:21,Budulacci70,@JoeBiden We need you. Come on!
2021-04-29 17:46:18,WargoCraig,@JoeBiden 100 days and you drove the country into the Rio grande!
2021-04-29 17:46:04,Hakan42815696,@JoeBiden I hope it will make its way in Turkey
2021-04-29 17:45:51,NisarAh15907476,@JoeBiden good nice job save black people black lives matter
2021-04-29 17:45:44,Allen77491444,@JoeBiden Looks like it’s going down hill fast to me
2021-04-29 17:45:37,Msbaker143,@JoeBiden Yes it’s about time thank you 🙏🏽
2021-04-29 17:45:37,CeceliaKinor,@JoeBiden Thank you Mr. President!
2021-04-29 17:45:25,LouCollard,@JoeBiden Wooohooo Go Joe 🇮🇪
2021-04-29 17:45:14,Nettie4088055,@JoeBiden Is this a joke?
2021-04-29 17:45:06,Dawn_Ritchie,@JoeBiden Thank you President Biden!
2021-04-29 17:44:59,mrmeseeks87,@JoeBiden And exactly what track is that? Oops sorry youight get in trouble for answering another question. 😆😆😆😆
2021-04-29 17:44:57,MaryPatHyland,"@JoeBiden Thank you, Mr. President!"
2021-04-29 17:44:48,StephenShelle12,@JoeBiden Thank you
2021-04-29 17:44:45,TeaRoomBetty,@JoeBiden All aboard the Biden Express
2021-04-29 17:44:39,DavidWa58767422,@JoeBiden On track for? I am seeing alot of signs of a big crash coming soon.
2021-04-29 17:44:27,GashpL,@JoeBiden You is teroriste
2021-04-29 17:44:25,MartinageMicha2,@JoeBiden https://t.co/4Oeiw8oJXW
2021-04-29 17:44:18,MqzDe,@JoeBiden Thank you.
2021-04-29 17:44:03,Porkcho04371658,@JoeBiden No thanks to you just reaping the benefits of our president DONALD J TRUMP
2021-04-29 17:43:51,sleepydoc87,@JoeBiden 🤡
2021-04-29 17:43:34,traceylsl,@JoeBiden Your doing a great job. Pls make sure you stick to #goodfridayagreement
2021-04-29 17:43:15,LegalLyon,@JoeBiden #ThankYouPresidentBiden https://t.co/C1PoEJeevc
2021-04-29 17:43:14,unorthodoxavier,@JoeBiden amer ica  is a country     i heard
2021-04-29 17:43:04,RebeccaBbrivka,@JoeBiden Thank for bringing Hope &amp; optimism back to our country! Amazing what focus on We the Peoplecan and righting what's been swept under the table do!!!
2021-04-29 17:42:55,jlc121212,@JoeBiden https://t.co/ZbDMcRVFXJ
2021-04-29 17:42:47,C_Ost9,"@JoeBiden By on track you mean #bidenbordercrisis, less police and being dependent on foreign oil again.... ok #SleepyJoe"
2021-04-29 17:42:45,AptalBiden,@JoeBiden https://t.co/GJCA4XWTZr
2021-04-29 17:42:41,Carlos97960481,@JoeBiden You derailed the mother fer beyond repair
2021-04-29 17:42:40,Defenderoffd,@JoeBiden Joe you are doing a great job..just keep going
2021-04-29 17:42:37,texas_mustang,"@JoeBiden It's not on track until you control the South open border crisis. When children is the main immigrant coming over , something is definitely wrong. You do not provide housing for the children and you encourage children t
Migrate without parents. How stupid is that."
2021-04-29 17:42:35,t_baird,@JoeBiden Back on track to what?
2021-04-29 17:42:33,ddihughes57,@JoeBiden Thank you for being the President we need!!!
2021-04-29 17:42:16,JenniferRacin13,"@JoeBiden Way to go Joe! I’m loving your first 100 days! There are some who don’t share your vision, but many who do and applaud your leadership. Keep it up!"
2021-04-29 17:42:06,kriseno,@JoeBiden 👏❤️🇺🇸🙏
2021-04-29 17:42:06,RegalKittyBits,"@JoeBiden Gosh I love that you only have 30 mil followers. It's just like, thank God back to somewhat normal."
2021-04-29 17:41:40,JedHead77,"@JoeBiden Thank you, sir! 👏🏼🇺🇸🙏🏼😷💉"
2021-04-29 17:41:35,GaryNicholson64,@JoeBiden Thank you Mr. President.
2021-04-29 17:41:30,KhBaBjhTKYsPQHJ,"@JoeBiden انت انسان فاشل واكبر فشل لك هو خوفك من تهديدات ايران رغم انها تهديدات ضعيفه وامريكا اقوى بكثير من ايران
انت الان تهين الأمه الامريكيه منذ تأسيسها"
2021-04-29 17:41:06,ELSEORCASTILLO1,@JoeBiden 👏🏻👏🏻
2021-04-29 17:41:02,skillfash,@JoeBiden We all believe in you
2021-04-29 17:40:57,Maximohdez,@JoeBiden Right on!!!
2021-04-29 17:40:42,Rooseve57488414,"@JoeBiden I concur , Yes Sir 🇺🇸💖🙏🏾✌🏾"
2021-04-29 17:40:41,robertkimani29,"@JoeBiden Americans are lucky to have such a man like Joe Biden, visit Africa and see the real picture of dehumanizing presidents."
2021-04-29 17:40:37,WoodYouLookAtT2,@JoeBiden Your ass it’s getting back on track. We are 100% worse than the day you took office.
2021-04-29 17:40:35,AliciaCouceiro,@JoeBiden Happy 100 Days!!! So grateful you are our President ☺️❤️
2021-04-29 17:40:21,DiVaAgUrlLLC1,@JoeBiden Thanks 2 u mr president 👏🏻 I salute u
2021-04-29 17:40:18,sanner_nicole,@JoeBiden Are you just ignoring the crisis at the border?
2021-04-29 17:40:18,raj_antifascist,"@JoeBiden Our one also asked 100days .,. But he ruined everything."
2021-04-29 17:40:10,attaawiredu,@JoeBiden 👏👏👏👏we know you can do this well done Mr president ( Mo wayɛ adeɛ).
2021-04-29 17:39:59,wendellwaldron,"@JoeBiden I'm not American but I'm proud of Joe Biden. What a winner. 

I'd love to shake your hand Mr. President."
2021-04-29 17:39:54,temel6177,@JoeBiden Senin damina koyayım bidon
2021-04-29 17:39:48,Gizmo17,@JoeBiden Thank GOD an #AMERICASPRESIDENTTRUMP for the vaccine. Thank you God TRUMP
2021-04-29 17:39:48,SummerfeltTed,@JoeBiden BS
2021-04-29 17:39:42,MovementFlyby,@JoeBiden Naw it at. I'm still getting extorted and CONDEMNED
2021-04-29 17:39:29,FRANCIS96915887,"@JoeBiden @ZMyBerg My respect, Mr. President.

I whish have someone like you, in my country.

My Regards"
2021-04-29 17:39:28,rishi_ui,@JoeBiden great news for American
2021-04-29 17:39:10,price_gas,"@JoeBiden Back on track to goin into the shitter. Last night, I could practically see pelosi’s puppet strings attached to you"
2021-04-29 17:38:53,SmugglaSki,@JoeBiden Boi you've been saying a lot of shit time to act the talk 😂😂
2021-04-29 17:38:46,pjm175,@JoeBiden https://t.co/dTpJWrjTP2
2021-04-29 17:38:43,_Heather_20_,"@JoeBiden With Joe in the WH - ""Happy days are here again, the skies above are clear again - happy days are here again!""🎶 Thank you for ALL you are doing to get us past the 4 yr DT nightmare! Americans are smiling &amp; sleeping much better now!"
2021-04-29 17:38:38,thinkkimthink,@JoeBiden Yes!!! Thank you!!!!!! #100DaysWithBiden
2021-04-29 17:38:25,Cate00232791,@JoeBiden Better?black ppl are still being killed
2021-04-29 17:38:23,skrambldeggz78,"@JoeBiden Millions still need monthly stimulus
Millions need medicare 4 all
Police still killing unarmed people
Politicians still not being held accountable for inciting riots, falsifying tax docs, violating Emoluments Clause...etc.....etc"
2021-04-29 17:38:15,zombiemavy,@JoeBiden Bro we aren’t even close
2021-04-29 17:38:08,mohamed87616776,"@JoeBiden Ignoring #DV2021  = Stress +broken hearts +frustration . 
No more excuses , make #DV2021  as a priority . 
@USEmbassyCairo 
@TravelGov 
@SecBlinken 
@POTUS 
#KCC_Not_Working 
#SaveDiversityVisa https://t.co/ZlglPqA4rN https://t.co/pROf8UePu9 https://t.co/yyTvbpoYix"
2021-04-29 17:38:05,Jeff_Plane,@JoeBiden Now bring down gas prices. It's getting to expensive to drive. I don't have the ability to work from home.
2021-04-29 17:38:05,medanthro,"@JoeBiden Hopefully, we won’t be side-railed ❤️"
2021-04-29 17:38:01,GotneyG,"@JoeBiden You're on glue, crazy old joe."
2021-04-29 17:37:54,AshrafiFehman,@JoeBiden Yeah no it’s working
2021-04-29 17:37:47,Fiyame1,@JoeBiden Lets do something about these student loans now big boss
2021-04-29 17:37:36,BjpSundar,@JoeBiden Weldon &amp; Hearty Congrats
2021-04-29 17:37:26,JasonTBurnett,@JoeBiden https://t.co/YvJ4yT9qjQ
2021-04-29 17:37:19,DebbieAvampato,@JoeBiden Thank you
2021-04-29 17:36:51,Abrysacz,@JoeBiden Nope i still have a bunch of credit card debt from this s*** show you guys called “stimulus.”
2021-04-29 17:36:43,flybone_robin,@JoeBiden Thank you Mr. President. You are the shot in the arm America needed.
2021-04-29 17:36:37,Hitesh02122702,@JoeBiden Well done for 100 days sir.
2021-04-29 17:36:34,GiovanniFamous,@JoeBiden Man of the world 🌍🌍🌍🌍🌍 we believe that you are going to change the world 🌍🌍🌍 for the betterment of the people thanks for the love
2021-04-29 17:36:31,ileana32816433,@JoeBiden https://t.co/ohuu5cBHnG
2021-04-29 17:36:16,LoAnn818,@JoeBiden Thank you!
2021-04-29 17:36:16,ThePamperedTwis,"@JoeBiden Rush was right; Liberalism is a mental disorder. The only rational explanation is, they are out of their damn minds."
2021-04-29 17:35:58,ZZachp51,"@JoeBiden #EndThFilibuster or all this sh*t is worthless. Do it, or u have no b*lls!"
2021-04-29 17:35:57,TEknowing,"@JoeBiden Mr. President, me and my 4 year old daughter were watching your speech tonight and she began to cry thinking you might sniff her. Thank you for being far away from my little girl and showing her that
#littlegirlslivesmatter"
2021-04-29 17:35:43,adamamador4,@JoeBiden Back on track to the great reset and Communism. Gotta love socialism and hyperinflation
2021-04-29 17:35:35,FrenchyFried5,@JoeBiden You’re doing great
2021-04-29 17:35:34,Marcosmfa1,@JoeBiden Yo prez when the next stimy coming ?
2021-04-29 17:35:23,GenderuwoHokya,"@JoeBiden Congrats @JoeBiden, don't forget to giveaway 😙"
2021-04-29 17:35:23,SeeBanksy,@JoeBiden Only because of you
2021-04-29 17:35:22,ahus75,@JoeBiden https://t.co/PykVKNLMLm
2021-04-29 17:35:18,MLOfromtheblock,"@JoeBiden Mr President, my two kids, 7 years old and 11 years old watched your speech and I saw tears in their eyes and myself as well. One of the most powerful speeches that bring us hope for the children. Thank you for being there. God bless you"
2021-04-29 17:35:16,TheSaraLentz7,"@JoeBiden I'm sorry, but doubling our 30 trillion dollar debt is not getting back on track."
2021-04-29 17:35:10,Justinn52224342,@JoeBiden Still need more stimulus tho
2021-04-29 17:35:10,EthanSteury,"@JoeBiden Totally. Back on track with gas prices, oil lines, border security, and illegal immigration 👌 amazing 🤦🏻‍♂️"
2021-04-29 17:34:55,JimDavisJr4,@JoeBiden Thank you Mr. President!
2021-04-29 17:34:52,Waldin89075815,@JoeBiden Excellent! Thank you!
2021-04-29 17:34:31,Quinby63747671,@JoeBiden Idk Joe. A lot of people are still getting sick. People are still killing people over stupid stuff or for unneeded reasons. The hate in America is still there.
2021-04-29 17:34:23,CristieTalks,"@JoeBiden @POTUS THANK YOU! I urge you to lift the limiting census low-income communities on Targeted EIDL loans criteria. Many, many minorities and micro-business owners live just 2-3 blocks from these mappings and cannot get ANY help, because of this one blocker."
2021-04-29 17:34:22,JstBidenMyTime,@JoeBiden Are the people getting back on track or is it the Government? Because according to you the people are separate from government?
2021-04-29 17:34:21,fred_songoni,@JoeBiden Wonderful
2021-04-29 17:34:09,RubendgGonzalez,@JoeBiden China Joe https://t.co/Oywp241zt1
2021-04-29 17:34:08,Alan92206532,"@JoeBiden You are too much sir,and you are making American great and great forever sir may you live long"
2021-04-29 17:34:02,Cos2mwiz2,"@JoeBiden You were absolutely the right choice for this moment in history. 👏🏻👏🏻👏🏻👏🏻👏🏻

#RidinWithBiden"
2021-04-29 17:33:54,LlerandiAdrian,@JoeBiden Mr. Biden please end the embargo on Cuba.
2021-04-29 17:33:50,GaryCha59189216,@JoeBiden That’s a joke. We are heading for a train wreck!
2021-04-29 17:33:48,YourGloriousSun,@JoeBiden @jbadomics https://t.co/fs2hiu5aX9
2021-04-29 17:33:44,MapMystic,"@JoeBiden Not there yet, Joe. You have to fight for substantive change. You have to fight some in your own party."
2021-04-29 17:33:43,maksatkonushaly,@JoeBiden Please help to Kyrgyzstan 🇰🇬 Batken. We don't want war
2021-04-29 17:33:41,Anonymo68851981,@JoeBiden https://t.co/7K7vCnuHjY
2021-04-29 17:33:37,r28209,"@JoeBiden Mr. Biden, please. It's time to #endtheembargooncuba and build #BridgesOfLove. https://t.co/iqbQ5xw6em"
2021-04-29 17:33:03,Madepo7,@JoeBiden Thanks to you and your leadership sir.
2021-04-29 17:32:56,luciusfgrant,@JoeBiden You talking about South America? Cause North American is screwed worse than ever
2021-04-29 17:32:43,Lilstars01,@JoeBiden It is refreshing to see that you are trying to bring jobs back to the US.  We also need vocational schools for high schools again.  This way we keep blue collar jobs thriving and people get to fall in love with a career.  We keep going outside the country to fill jobs.
2021-04-29 17:32:39,TeresaR83595032,@JoeBiden Thank you Mr. President. To celebrate your 100th day I am getting my 2nd vaccine dose and am so grateful. Thank you and Dr. Fauci and all the scientists and vaccine volunteers who have made this possible. Thank you for bringing us hope again and America back.
2021-04-29 17:32:31,morals_over,@JoeBiden Once a prohibitionist always a prohibitionist https://t.co/ypWeJiuHKo
2021-04-29 17:32:04,chiboyempire,@JoeBiden Why are you silent about Biafra?
2021-04-29 17:31:59,Phornt4reelz,"@JoeBiden But only if you're unemployed and/or have children, Joe does nothing for the working poor, $68k in student debt without children."
2021-04-29 17:31:57,betoconchile94,"@JoeBiden Girl, where?"
2021-04-29 17:31:56,anka571,"@JoeBiden (Meryem): ""Ey Rabbim, bana bir beşer dokunmamışken benim nasıl çocuğum olur?"" dedi. Allah: ""Öyle ama, Allah dilediğini yaratır, bir şeyin olmasını dilediğinde ona sadece 'ol!' der, o da hemen oluverir."" dedi. Âl-i İmrân Suresi 47. Ayet https://t.co/SQZKnqxbzu"
2021-04-29 17:31:52,kaan_bal_,@JoeBiden Afferim len!
2021-04-29 17:31:47,az_dude79,@JoeBiden Thank you for your excellent leadership
2021-04-29 17:31:47,vjg46,@JoeBiden Why are you still letting families travel to Costa Rica when they are in a Covid-19 crisis? Hope they don’t stop my holiday because I will not be pleased if they do!!!
2021-04-29 17:31:45,MSkintag,@JoeBiden https://t.co/CkJ9PqLFDC
2021-04-29 17:31:43,yeahiknowcurtis,@JoeBiden You inherited a mess from the worst president in the history of this country.   You are steering us in the right direction after 4 years of chaos.
2021-04-29 17:31:24,chiboyempire,@JoeBiden Divide Nigeria now to save lives
2021-04-29 17:31:17,HoseWaldo0,@JoeBiden Uh no not even close 😂😂😂
2021-04-29 17:31:14,Annuk40678528,"@JoeBiden Today is 100th Day; where is your Promise? 

—Discriminatory per-country caps
—@USCIS processing delays of 485 green card applications
—#H4EAD Women put out of work to stay home
—#H4kids age out

@WHCOS @PressSec @SecMayorkas https://t.co/lDoKIeXDqm"
2021-04-29 17:31:11,trunklemcjeans,@JoeBiden 100 days in and people are still locked in cages. Woah we're definitely back on track bro.
2021-04-29 17:31:08,Bonnie59813328,@JoeBiden No‼️
2021-04-29 17:31:00,Thomas175,@JoeBiden Hopefully for us and you biden 💙
2021-04-29 17:30:57,vova_gomelsky,@JoeBiden A visionary president with a dedicated team of professionals!
2021-04-29 17:30:50,therealAZMatt,"@JoeBiden Thanks to the vaccine, and reopening states."
2021-04-29 17:30:44,bashar_mahrous,"@JoeBiden Mr. President,
Syria and Syrians are looking for your actions https://t.co/uFTTRVWSnF"
2021-04-29 17:30:36,WaterTi33972242,@JoeBiden @g_periscope Thanks Big Joe!!
2021-04-29 17:30:30,xetti81,@JoeBiden 100 days in and Michigan is making parents that had to leave work and stay with their children at home to pay back a years worth of Unemployment when they are still stuck at home! With their kids! During a pandemic! In my case $20k. Even when you and others said this won’t affect
2021-04-29 17:30:13,livinglongnow,"@JoeBiden On track? Are you kidding? Isn’t the “track” supposed to be “bipartisanship” and “unity” ?
#US isn’t on that track, so which track are we on? 🧐"
2021-04-29 17:30:12,daltonjacob7,"@JoeBiden Yea higher gas prices 70k jobs lost Canada hating us now and you have already pissed off Syria, and your “border plan” really worked huh?"
2021-04-29 17:30:11,boricuamagee,@JoeBiden You are doing a fantastic job! Thank you.
2021-04-29 17:29:58,rwilder20,@JoeBiden I watch cnn report your congress address it was very calming to me and my family My family works for nbc soundtrack and production the Nbc news channel in Mississippi appreciates the professional work environment your staff is providing for whitehouse coverage of your presidency
2021-04-29 17:29:51,bashar_mahrous,@JoeBiden https://t.co/H9vxWHGFKZ
2021-04-29 17:29:45,mir_sipat,@JoeBiden Love from🇧🇩🇧🇩🇧🇩
2021-04-29 17:29:31,JamesMaximlian,@JoeBiden https://t.co/gI0zCNxo22
2021-04-29 17:29:29,TrueAme18753812,@JoeBiden Back on track? You derailed this country. Socialism is Communism!!!
2021-04-29 17:29:22,bashar_mahrous,@JoeBiden Syria needs your HELP https://t.co/ALkjt0f5by
2021-04-29 17:29:18,Jeaga1T4,@JoeBiden Oga give me VISA Abeg.. 🙏🏽
2021-04-29 17:29:15,KhanMesa,@JoeBiden The world is back to normal thank you Joe Biden
2021-04-29 17:29:12,gsaidy2000,"@JoeBiden Yes and I like what added to that "" and "" to stay"". Well done. We on the outside looking in  feels like your 100days accomplishment is 3 fold more than the last 4 years put together."
2021-04-29 17:29:03,JimLark72852552,"@JoeBiden @POTUS @SpeakerPelosi @VP So Dictatorship Administration! The 2nd Amendment says Shall Not be Infringed! That was a rule for You, Dictator, not for the People! The 2nd Amendment was a directive not a suggestion! The bill of rights is Absolute! Remove your head from your Ass!"
2021-04-29 17:28:57,marley_wong,@JoeBiden Thank you!
2021-04-29 17:28:38,tasobeijing,@JoeBiden Is turkey using chemical weapons against the kurds ?
2021-04-29 17:28:38,imjusttayloryo,@JoeBiden What a joke.
2021-04-29 17:28:29,logophoto,"@JoeBiden Do you need a photography logo or signature to protect your image? 
Then you can go here- https://t.co/oWWcNJ07xB 
Just click on the link &amp; place your order as a preferable package. You will get an awesome logo for your image."
2021-04-29 17:28:23,Rh2Act,"@JoeBiden Are all schools open?? No, they’re not. We are far from getting back on track. Schools are closed and Covid policies are insane."
2021-04-29 17:28:21,Wooskiiiii,@JoeBiden 🧢
2021-04-29 17:28:10,GilliannW,@JoeBiden Thank you Mr. President.
2021-04-29 17:28:09,xcz1957,"@JoeBiden Most points addressed are good touching the basic points that matter people's life most. 

Please keep ur words to have a fair competition with China, 

NOT INTERFERING the free market as Trump did

BUT

WORK WITH WTO (&gt; 90% top officials are Americans)

C: Xins words https://t.co/djAeWVlesf"
2021-04-29 17:28:00,MikePfly,@JoeBiden Yes! https://t.co/sjdyDJf2Sn
2021-04-29 17:27:58,azzazel_99,@JoeBiden Eat shit
2021-04-29 17:27:55,kc_birder,@JoeBiden Thank you Mr President
2021-04-29 17:27:02,John39468469,@JoeBiden Yeah you're a total joke 😜
2021-04-29 17:27:01,AcreanoUm,@JoeBiden Plz print more money 🙏
2021-04-29 17:26:50,SSmmcmurtrie,@JoeBiden We are NOT ON TRACK!
2021-04-29 17:26:37,Slam_qu,@JoeBiden When are you going to do something about the flawed education system? Crippling student debt? #STUDENTLOANFORGIVNESS
2021-04-29 17:26:29,dalegarland1,"@JoeBiden Prices through the roof on everything including fuel, people coming through the border at record numbers, and processing facilities at 695%.  Don’t forget about the 1000’s of jobs you eliminated and companies leaving the country.  This isn’t on track.  Seems more like a disaster."
